,yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,R,AB,H,X2B,X3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro,salary,RBI,GIDP,IBB,TB,SLG,OBP,OPS,WHIP,BABIP,RC,X1B,uBB,wOBA
11,2000,AL,DET,DET,C,3,162,81,79,83,N,N,N,N,823,5644,1553,307,41,177,562,982,83,38,43,49,827,755,4.71,6,6,44,4330,1583,177,496,978,105,171,0.983,Detroit Tigers,Comerica Park,2438617,95,95,DET,DET,DET,58265167,785,142,22,2473,0.438164422,0.34264846,0.780812882,1.440415704,0.303484782,842.7964873,1028,540,0.342015615
12,2000,NL,FLO,FLA,E,3,161,81,79,82,N,N,N,N,731,5509,1441,274,29,160,540,1184,168,55,60,51,797,729,4.59,5,4,48,4289,1477,169,650,1051,125,144,0.98,Florida Marlins,Pro Player Stadium,1218326,94,95,FLA,FLO,FLO,19872000,691,100,39,2253,0.408967145,0.331331169,0.740298314,1.487759384,0.303842505,737.8398082,978,501,0.325154387
13,2000,NL,HOU,HOU,C,4,162,81,72,90,N,N,N,N,938,5570,1547,289,36,249,673,1129,114,52,83,61,944,865,5.42,8,2,30,4313,1596,234,598,1064,133,149,0.978,Houston Astros,Enron Field,3056139,107,107,HOU,HOU,HOU,51289111,900,154,57,2655,0.476660682,0.36057617,0.837236853,1.526083932,0.305196332,944.113407,973,616,0.363194313
14,2000,AL,KCA,KCR,C,4,162,81,77,85,N,N,N,N,879,5709,1644,281,27,150,511,840,121,35,48,70,930,876,5.48,10,6,29,4318,1585,239,693,927,102,185,0.983,Kansas City Royals,Kauffman Stadium,1564847,103,103,KCR,KCA,KCA,23433000,831,139,28,2429,0.425468558,0.347585989,0.773054548,1.582677165,0.31196492,841.5586817,1186,483,0.338982567
15,2000,NL,LAN,LAD,W,2,162,81,86,76,N,N,N,N,798,5481,1408,265,28,211,668,1083,95,42,51,46,729,659,4.1,9,11,36,4335,1379,176,600,1154,135,151,0.978,Los Angeles Dodgers,Dodger Stadium,2880242,94,94,LAD,LAN,LAN,87924286,756,129,42,2362,0.430943259,0.340537944,0.771481203,1.369550173,0.282778172,797.4486908,904,626,0.338205996
16,2000,NL,MIL,MIL,C,3,163,81,73,89,N,N,N,N,740,5563,1366,297,25,177,620,1245,72,44,61,49,826,755,4.63,2,7,29,4399,1501,174,728,967,118,187,0.981,Milwaukee Brewers,County Stadium,1573621,97,98,MIL,ML4,MIL,36505333,708,126,47,2244,0.403379472,0.325282059,0.728661531,1.520118209,0.283770883,720.7802038,867,573,0.320254563
17,2000,AL,MIN,MIN,C,5,162,81,69,93,N,N,N,N,748,5615,1516,325,49,116,556,1021,90,45,35,51,880,819,5.14,6,4,35,4298,1634,212,516,1042,102,155,0.983,Minnesota Twins,Hubert H Humphrey Metrodome,1000760,104,105,MIN,MIN,MIN,16519500,711,143,31,2287,0.40730187,0.336742848,0.744044718,1.500697999,0.309119011,767.8923999,1026,525,0.327067138
18,2000,NL,MON,WSN,E,4,162,81,67,95,N,N,N,N,738,5535,1475,310,35,178,476,1048,58,48,29,34,902,812,5.13,4,7,39,4274,1575,181,579,1011,132,151,0.978,Montreal Expos,Stade Olympique,926272,103,104,MON,MON,MON,32994333,705,111,53,2389,0.431616983,0.325979585,0.757596568,1.511932616,0.298641492,775.4015971,952,423,0.32955157
19,2000,AL,NYA,NYY,E,1,161,80,87,74,Y,N,Y,Y,871,5556,1541,294,25,205,631,1007,99,48,57,50,814,753,4.76,9,6,40,4273,1458,177,577,1040,109,132,0.981,New York Yankees,Yankee Stadium II,3055435,99,98,NYY,NYA,NYA,92338260,833,134,42,2500,0.449964003,0.354146806,0.804110809,1.428738591,0.304050979,877.6466785,1017,589,0.351401152
20,2000,NL,NYN,NYM,E,2,162,81,94,68,N,Y,Y,N,807,5486,1445,281,20,198,675,1037,66,46,45,51,738,670,4.16,8,10,49,4350,1398,164,574,1164,118,121,0.98,New York Mets,Shea Stadium,2820530,96,96,NYM,NYN,NYN,79509776,761,122,42,2360,0.430185928,0.346012466,0.776198394,1.36,0.289865179,812.0759617,946,633,0.340495575
21,2000,AL,OAK,OAK,W,1,161,81,91,70,Y,N,N,N,947,5560,1501,281,23,239,750,1159,40,15,52,44,813,730,4.58,7,11,43,4306,1535,158,615,963,134,164,0.978,Oakland Athletics,Oakland Coliseum,1603744,96,95,OAK,OAK,OAK,31971333,908,147,32,2545,0.457733813,0.359506712,0.817240525,1.497909893,0.300047551,907.8914422,958,718,0.357940069
22,2000,NL,PHI,PHI,E,5,162,81,65,97,N,N,N,N,708,5511,1386,304,40,144,611,1117,102,30,44,37,830,763,4.77,8,6,34,4316,1458,201,640,1123,100,136,0.983,Philadelphia Phillies,Veterans Stadium,1612769,100,101,PHI,PHI,PHI,47308000,668,115,40,2202,0.399564507,0.329034338,0.728598846,1.458294717,0.289713086,718.2936949,898,571,0.320975174
23,2000,NL,PIT,PIT,C,5,162,81,69,93,N,N,N,N,793,5643,1506,320,31,168,564,1032,86,40,66,37,888,795,4.94,5,7,27,4347,1554,163,711,1070,132,169,0.979,Pittsburgh Pirates,Three Rivers Stadium,1748908,99,100,PIT,PIT,PIT,28928334,749,133,41,2392,0.423888003,0.338510301,0.762398304,1.563146998,0.298660714,797.7187047,987,523,0.334381879
24,2000,NL,SDN,SDP,W,5,162,81,76,86,N,N,N,N,752,5560,1413,279,37,157,602,1177,131,53,46,43,815,733,4.52,5,5,46,4378,1443,191,649,1071,141,155,0.977,San Diego Padres,Qualcomm Stadium,2352443,92,92,SDP,SDN,SDN,54821000,714,123,50,2237,0.402338129,0.329707247,0.732045376,1.433531293,0.294214102,731.5084388,940,552,0.321652959
25,2000,AL,SEA,SEA,W,2,162,81,91,71,N,Y,N,N,907,5497,1481,300,26,198,775,1073,122,56,48,61,780,720,4.49,4,10,44,4325,1442,167,634,998,99,176,0.984,Seattle Mariners,Safeco Field,2914624,95,93,SEA,SEA,SEA,58915000,869,129,34,2427,0.441513553,0.361071932,0.802585485,1.44,0.299276884,872.9770408,957,741,0.352371199
26,2000,NL,SFN,SFG,W,1,162,81,97,65,Y,N,N,N,925,5519,1535,304,44,226,709,1032,79,39,51,66,747,675,4.21,9,15,47,4333,1452,151,623,1076,93,173,0.985,San Francisco Giants,PacBell Park,3318800,93,92,SFG,SFN,SFN,53737826,889,131,60,2605,0.472005798,0.361702128,0.833707926,1.436648973,0.302519066,938.6030829,961,649,0.361460621
27,2000,NL,SLN,STL,C,1,162,81,95,67,Y,N,N,N,887,5478,1481,259,25,235,675,1253,87,51,84,53,771,698,4.38,10,7,37,4301,1403,196,606,1100,111,148,0.981,St. Louis Cardinals,Busch Stadium II,3336493,102,101,STL,SLN,SLN,61453863,841,116,33,2495,0.455458196,0.356120827,0.811579023,1.401302023,0.30818699,874.2434585,962,642,0.355213361
28,2000,AL,TBA,TBD,E,5,161,80,69,92,N,N,N,N,733,5505,1414,253,22,162,558,1022,90,46,51,40,842,773,4.86,10,8,38,4294,1553,198,533,955,118,169,0.981,Tampa Bay Devil Rays,Tropicana Field,1449673,99,100,TBD,TBA,TBA,62765129,692,126,25,2197,0.399091735,0.328729282,0.727821017,1.457382394,0.287090117,714.5776018,977,533,0.32161364
29,2000,AL,TEX,TEX,W,4,162,81,71,91,N,N,N,N,848,5648,1601,330,35,173,580,922,69,47,39,48,974,876,5.52,3,4,39,4287,1683,202,661,918,135,162,0.978,Texas Rangers,The Ballpark at Arlington,2588401,102,102,TEX,TEX,TEX,70795921,806,161,39,2520,0.446175637,0.351543943,0.79771958,1.640307908,0.310367311,882.4855491,1063,541,0.348397068
30,2000,AL,TOR,TOR,E,3,162,81,83,79,N,N,N,N,861,5677,1562,328,21,244,526,1026,89,34,60,34,908,821,5.14,15,4,37,4312,1615,195,560,978,100,176,0.984,Toronto Blue Jays,Skydome,1705712,103,103,TOR,TOR,TOR,44838332,826,130,32,2664,0.469261934,0.341114817,0.810376751,1.513218924,0.296780005,896.7325488,969,494,0.352665603
31,2001,AL,ANA,ANA,W,3,162,81,75,87,N,N,N,N,691,5551,1447,275,26,158,494,1001,116,52,77,53,730,671,4.2,6,1,43,4313,1452,168,525,947,103,142,0.983,Anaheim Angels,Edison International Field,2000919,101,101,ANA,ANA,ANA,47535167,662,109,34,2248,0.404972077,0.326801619,0.731773697,1.375144911,0.289988751,721.8143921,988,460,0.321662596
32,2001,NL,ARI,ARI,W,1,162,81,92,70,Y,N,Y,Y,818,5595,1494,284,35,208,587,1052,71,38,57,36,677,627,3.87,12,13,34,4379,1352,195,461,1297,84,148,0.986,Arizona Diamondbacks,Bank One Ballpark,2736451,108,107,ARI,ARI,ARI,85082999,776,105,73,2472,0.441823056,0.340717131,0.782540188,1.242064398,0.294211851,832.130702,967,514,0.340295066
33,2001,NL,ATL,ATL,E,1,162,81,88,74,Y,N,N,N,729,5498,1432,263,24,174,493,1039,85,46,45,52,643,578,3.59,5,13,41,4342,1363,153,499,1133,103,133,0.983,Atlanta Braves,Turner Field,2823530,103,102,ATL,ATL,ATL,91936166,696,132,51,2265,0.411967988,0.323587385,0.735555373,1.286503915,0.290062255,727.7791688,971,442,0.321328474
34,2001,AL,BAL,BAL,E,4,162,80,63,98,N,N,N,N,687,5472,1359,262,24,136,514,989,133,53,77,49,829,744,4.67,10,6,31,4297,1504,194,528,938,125,137,0.979,Baltimore Orioles,Oriole Park at Camden Yards,3094841,95,96,BAL,BAL,BAL,67599540,663,121,26,2077,0.379568713,0.319044503,0.698613216,1.418664184,0.278207461,649.8865687,937,488,0.309449556
35,2001,AL,BOS,BOS,E,2,161,81,82,79,N,N,N,N,772,5605,1493,316,29,198,520,1131,46,35,70,41,745,667,4.15,3,9,48,4344,1412,146,544,1259,113,129,0.981,Boston Red Sox,Fenway Park II,2625333,102,101,BOS,BOS,BOS,110035833,739,132,50,2461,0.439072257,0.334028223,0.77310048,1.350828729,0.299976836,808.8151837,950,470,0.336938248
36,2001,AL,CHA,CHW,C,3,162,81,83,79,N,N,N,N,798,5464,1463,300,29,214,520,998,123,59,52,51,795,725,4.55,8,9,51,4300,1465,181,500,921,118,149,0.981,Chicago White Sox,Comiskey Park II,1766172,104,103,CHW,CHA,CHA,65653667,770,128,31,2463,0.450768668,0.334319041,0.785087708,1.370930233,0.290262607,816.1980281,920,489,0.341979855
37,2001,NL,CHN,CHC,C,3,162,81,88,74,N,N,N,N,777,5406,1409,268,32,194,577,1077,67,36,66,53,701,643,4.03,8,6,41,4311,1357,164,550,1344,109,113,0.982,Chicago Cubs,Wrigley Field,2779465,95,95,CHC,CHN,CHN,64715833,748,132,72,2323,0.429707732,0.336283186,0.765990918,1.327070285,0.290114613,771.097777,915,505,0.333320066
38,2001,NL,CIN,CIN,C,5,162,81,66,96,N,N,N,N,735,5583,1464,304,22,176,468,1172,103,54,65,40,850,765,4.77,2,2,35,4328,1572,198,515,943,138,136,0.978,Cincinnati Reds,Cinergy Field,1879757,105,105,CIN,CIN,CIN,48986000,690,130,47,2340,0.4191295,0.32439896,0.743528461,1.446626617,0.30128655,747.1294001,962,421,0.324896055
39,2001,AL,CLE,CLE,C,1,162,80,91,71,Y,N,N,N,897,5600,1559,294,37,212,577,1076,79,41,69,62,821,746,4.64,3,4,42,4340,1512,148,573,1218,107,137,0.982,Cleveland Indians,Jacobs Field,3175523,100,100,CLE,CLE,CLE,93152001,868,126,32,2563,0.457678571,0.349556119,0.807234691,1.44124424,0.307956104,886.2826615,1016,545,0.351894519
40,2001,NL,COL,COL,W,5,162,81,73,89,N,N,N,N,923,5690,1663,324,61,213,511,1027,132,54,61,50,906,841,5.29,8,8,26,4290,1522,239,598,1058,96,167,0.984,Colorado Rockies,Coors Field,3166821,122,122,COL,COL,COL,71541334,874,116,50,2748,0.482952548,0.354087452,0.837040001,1.482517483,0.322222222,963.4175133,1065,461,0.362098371
41,2001,AL,DET,DET,C,4,162,81,66,96,N,N,N,N,724,5537,1439,291,60,139,466,972,133,61,51,49,876,795,5.01,16,2,34,4288,1624,180,553,859,131,164,0.979,Detroit Tigers,Comerica Park,1921305,93,95,DET,DET,DET,53416167,691,120,26,2267,0.409427488,0.320498116,0.729925603,1.523087687,0.290502793,719.4127936,949,440,0.319828863
42,2001,NL,FLO,FLA,E,4,162,80,76,86,N,N,N,N,742,5542,1461,325,30,166,470,1145,89,40,67,45,744,691,4.32,5,11,32,4314,1397,151,617,1119,103,174,0.983,Florida Marlins,Pro Player Stadium,1261226,97,97,FLA,FLO,FLO,35762500,713,118,43,2344,0.422952003,0.326257348,0.749209351,1.400556328,0.302853134,752.8715902,940,427,0.327153429
43,2001,NL,HOU,HOU,C,1,162,81,93,69,Y,N,N,N,847,5528,1500,313,29,208,581,1119,64,49,89,56,769,707,4.37,7,6,48,4364,1453,221,486,1228,110,138,0.982,Houston Astros,Enron Field,2904277,107,106,HOU,HOU,HOU,60612667,805,128,52,2495,0.45133864,0.346977934,0.798316574,1.332951421,0.303500117,849.9091504,950,529,0.347610448
44,2001,AL,KCA,KCR,C,5,162,81,65,97,N,N,N,N,729,5643,1503,277,37,152,406,898,100,42,44,47,858,779,4.87,5,1,30,4320,1537,209,576,911,117,204,0.981,Kansas City Royals,Kauffman Stadium,1536371,107,108,KCR,KCA,KCA,35422500,691,134,31,2310,0.409356725,0.318078176,0.727434901,1.467361111,0.291163793,729.0114068,1037,375,0.318266492
45,2001,NL,LAN,LAD,W,3,162,81,86,76,N,N,N,N,758,5493,1399,264,27,206,519,1062,89,42,56,44,744,685,4.25,3,5,46,4352,1387,184,524,1212,116,138,0.981,Los Angeles Dodgers,Dodger Stadium,3017143,92,91,LAD,LAN,LAN,109105953,714,115,45,2335,0.425086474,0.322971204,0.748057678,1.317325368,0.279456547,744.9318031,902,474,0.326649085
46,2001,NL,MIL,MIL,C,4,162,81,68,94,N,N,N,N,740,5488,1378,273,30,209,488,1399,66,36,72,35,806,740,4.64,3,8,28,4309,1452,197,667,1057,103,156,0.983,Milwaukee Brewers,Miller Park,2811041,98,99,MIL,ML4,MIL,43886833,712,102,44,2338,0.426020408,0.3185928,0.744613208,1.475284289,0.298595147,730.0381526,866,444,0.325078655
47,2001,AL,MIN,MIN,C,2,162,81,85,77,N,N,N,N,771,5560,1514,328,38,164,495,1083,146,67,64,38,766,722,4.51,12,8,45,4324,1494,192,445,965,108,118,0.982,Minnesota Twins,Hubert H Humphrey Metrodome,1782929,102,102,MIN,MIN,MIN,24130000,717,124,42,2410,0.433453237,0.336689946,0.770143184,1.345282146,0.3102735,799.6184971,984,453,0.336374489
48,2001,NL,MON,WSN,E,5,162,81,68,94,N,N,N,N,670,5379,1361,320,28,131,478,1071,101,51,60,45,812,745,4.68,5,11,28,4294,1509,190,525,1103,108,139,0.982,Montreal Expos,Stade Olympique,642745,101,102,MON,MON,MON,35159500,622,151,59,2130,0.395984384,0.318517276,0.71450166,1.421052632,0.291331123,668.7843606,882,419,0.312408945
49,2001,AL,NYA,NYY,E,1,161,80,95,65,Y,N,Y,N,804,5577,1488,289,20,203,519,1035,161,53,64,43,713,649,4.02,7,9,57,4354,1429,158,465,1266,109,132,0.982,New York Yankees,Yankee Stadium II,3264907,102,100,NYY,NYA,NYA,112287143,774,119,38,2426,0.435000897,0.333870708,0.768871604,1.30500689,0.293245094,798.7175197,976,481,0.336145985
50,2001,NL,NYN,NYM,E,3,162,81,82,80,N,N,N,N,642,5459,1361,273,18,147,545,1062,66,48,65,35,713,654,4.07,6,14,48,4337,1418,186,438,1191,101,132,0.983,New York Mets,Shea Stadium,2658330,96,96,NYM,NYN,NYN,93174428,608,124,59,2111,0.386700861,0.322903014,0.709603875,1.283836754,0.283313886,670.1475683,923,486,0.312354012
51,2001,AL,OAK,OAK,W,2,162,81,102,60,N,Y,N,N,884,5573,1469,334,22,199,640,1021,68,29,88,59,645,583,3.59,13,9,44,4390,1384,153,440,1117,125,151,0.98,Oakland Athletics,Oakland Coliseum,2133277,99,97,OAK,OAK,OAK,33810750,835,131,57,2444,0.438542975,0.345440252,0.783983227,1.246469248,0.287851315,829.6146789,914,583,0.342187847
52,2001,NL,PHI,PHI,E,2,162,81,86,76,N,N,N,N,746,5497,1431,295,29,164,551,1125,153,47,43,61,719,667,4.15,8,7,47,4336,1417,170,527,1086,91,145,0.985,Philadelphia Phillies,Veterans Stadium,1782054,98,98,PHI,PHI,PHI,41663833,708,104,52,2276,0.414044024,0.329161248,0.743205272,1.34501845,0.296790818,745.8716931,943,499,0.324683607
53,2001,NL,PIT,PIT,C,6,162,81,62,100,N,N,N,N,657,5398,1333,256,25,161,467,1106,93,73,67,35,858,794,5.05,8,9,36,4249,1493,167,549,908,133,168,0.978,Pittsburgh Pirates,PNC Park,2464870,103,105,PIT,PIT,PIT,57760833,618,114,51,2122,0.393108559,0.312887548,0.705996107,1.441751,0.281325012,651.2531969,891,416,0.309667005
54,2001,NL,SDN,SDP,W,4,162,81,79,83,N,N,N,N,789,5482,1379,273,26,161,678,1273,129,44,41,48,812,724,4.52,5,6,46,4322,1519,219,476,1088,145,127,0.976,San Diego Padres,Qualcomm Stadium,2378128,91,92,SDP,SDN,SDN,39182833,753,121,37,2187,0.398941992,0.335733717,0.734675709,1.384775567,0.297363281,730.3017857,919,641,0.324637798
55,2001,AL,SEA,SEA,W,1,162,81,116,46,Y,N,N,N,927,5680,1637,310,38,169,614,989,174,42,62,70,627,576,3.54,8,14,56,4395,1293,160,465,1051,83,137,0.986,Seattle Mariners,Safeco Field,3507326,94,93,SEA,SEA,SEA,74720834,881,112,54,2530,0.445422535,0.359943978,0.805366513,1.2,0.319686411,904.8347633,1120,560,0.351224105
56,2001,NL,SFN,SFG,W,2,162,81,90,72,N,N,N,N,799,5612,1493,304,40,235,625,1090,57,42,50,54,748,680,4.18,3,8,47,4390,1437,145,579,1080,118,170,0.981,San Francisco Giants,PacBell Park,3311958,93,92,SFG,SFN,SFN,63280167,775,108,79,2582,0.460085531,0.341901908,0.801987439,1.377676538,0.289794978,876.8119288,914,546,0.346627276
57,2001,NL,SLN,STL,C,2,162,82,93,69,N,Y,N,N,814,5450,1469,274,32,199,529,1089,91,35,65,50,684,627,3.93,8,11,38,4306,1389,196,526,1083,110,156,0.982,St. Louis Cardinals,Busch Stadium II,3109578,100,99,STL,SLN,SLN,78538333,768,125,51,2404,0.441100917,0.338529701,0.779630619,1.334184858,0.301519468,803.343703,964,478,0.339616085
58,2001,AL,TBA,TBD,E,5,162,81,62,100,N,N,N,N,672,5524,1426,311,21,121,456,1116,115,52,54,25,887,781,4.94,1,6,30,4271,1513,207,569,1030,139,144,0.977,Tampa Bay Devil Rays,Tropicana Field,1298365,98,100,TBD,TBA,TBA,56980000,645,130,24,2142,0.387762491,0.319524674,0.707287165,1.462420979,0.302643785,674.1210702,973,432,0.31251367
59,2001,AL,TEX,TEX,W,4,162,82,73,89,N,N,N,N,890,5685,1566,326,23,246,548,1093,97,32,75,55,968,913,5.71,4,3,37,4315,1670,222,596,951,114,167,0.981,Texas Rangers,The Ballpark at Arlington,2831021,104,105,TEX,TEX,TEX,88633500,844,131,27,2676,0.470712401,0.344020116,0.814732517,1.575434531,0.299931834,907.598909,971,521,0.354412879
60,2001,AL,TOR,TOR,E,3,162,82,80,82,N,N,N,N,767,5663,1489,287,36,195,470,1094,156,55,74,43,753,696,4.28,7,10,41,4388,1553,165,490,1041,97,184,0.985,Toronto Blue Jays,Skydome,1915438,102,103,TOR,TOR,TOR,76895999,728,111,47,2433,0.429630938,0.32528,0.754910938,1.396763902,0.292959022,777.1477254,971,423,0.329139126
61,2002,AL,ANA,ANA,W,2,162,81,99,63,N,Y,Y,Y,851,5678,1603,333,32,152,462,805,117,51,74,64,644,595,3.69,7,14,54,4357,1345,169,509,999,87,151,0.986,Anaheim Angels,Edison International Field,2305547,100,99,ANA,ANA,ANA,61721667,811,105,42,2456,0.432546671,0.340713603,0.773260274,1.276566445,0.303239289,826,1086,420,0.337326812
62,2002,NL,ARI,ARI,W,1,162,81,98,64,Y,N,N,N,819,5508,1471,283,41,165,643,1016,92,46,50,53,674,630,3.92,14,10,40,4340,1361,170,421,1303,89,116,0.985,Arizona Diamondbacks,Bank One Ballpark,3198977,111,111,ARI,ARI,ARI,102819999,783,130,58,2331,0.423202614,0.346018548,0.769221163,1.231797235,0.298173516,801.1272964,982,585,0.336662363
63,2002,NL,ATL,ATL,E,1,161,81,101,59,Y,N,N,N,708,5495,1428,280,25,164,558,1028,76,39,54,49,565,511,3.13,3,15,57,4402,1302,123,554,1058,114,170,0.982,Atlanta Braves,Turner Field,2603484,102,101,ATL,ATL,ATL,92870367,669,147,68,2250,0.409463148,0.331384016,0.740847164,1.2648796,0.290441176,738.2289774,959,490,0.32375
64,2002,AL,BAL,BAL,E,4,162,81,67,95,N,N,N,N,667,5491,1353,311,27,165,452,993,110,48,64,49,773,719,4.46,8,3,31,4352,1491,208,549,967,91,173,0.985,Baltimore Orioles,Oriole Park at Camden Yards,2682439,95,96,BAL,BAL,BAL,60493487,636,128,25,2213,0.403023129,0.308619551,0.71164268,1.40625,0.271109083,672.1293959,850,427,0.312124026
65,2002,AL,BOS,BOS,E,2,162,81,93,69,N,N,N,N,859,5640,1560,348,33,177,545,944,80,28,72,53,665,603,3.75,5,17,51,4338,1339,146,430,1157,104,140,0.983,Boston Red Sox,Fenway Park II,2650862,103,102,BOS,BOS,BOS,108366060,810,139,39,2505,0.444148936,0.345007924,0.78915686,1.223374827,0.302493438,852.5505255,1002,506,0.344423537
66,2002,AL,CHA,CHW,C,2,162,81,81,81,N,N,N,N,856,5502,1475,289,29,217,555,952,75,31,49,53,798,716,4.53,7,7,35,4269,1422,190,528,945,97,157,0.984,Chicago White Sox,Comiskey Park II,1676911,102,101,CHW,CHA,CHA,57052833,819,111,17,2473,0.449472919,0.337554798,0.787027717,1.370344343,0.286821705,828.8245006,940,538,0.343993813
67,2002,NL,CHN,CHC,C,5,162,78,67,95,N,N,N,N,706,5496,1351,259,29,200,585,1269,63,21,44,39,759,687,4.29,11,9,23,4324,1373,167,606,1333,114,144,0.981,Chicago Cubs,Wrigley Field,2693096,98,98,CHC,CHN,CHN,75690833,676,117,52,2268,0.412663755,0.321219987,0.733883742,1.373034228,0.283079193,722.0601875,863,533,0.321241819
68,2002,NL,CIN,CIN,C,3,162,80,78,84,N,N,N,N,709,5470,1386,297,21,169,583,1188,116,52,66,40,774,690,4.27,2,8,42,4361,1502,173,550,980,120,169,0.981,Cincinnati Reds,Cinergy Field,1855787,104,105,CIN,CIN,CIN,45050390,678,119,66,2232,0.408043876,0.330410781,0.738454657,1.411602843,0.293041175,726.0545184,899,517,0.323398982
69,2002,AL,CLE,CLE,C,3,162,81,74,88,N,N,N,N,739,5423,1349,255,26,192,542,1000,52,37,56,39,837,777,4.91,9,4,34,4274,1508,142,603,1058,113,161,0.981,Cleveland Indians,Jacobs Field,2616940,97,98,CLE,CLE,CLE,78909449,706,149,35,2232,0.411580306,0.321287129,0.732867435,1.481750117,0.270960187,707.5795474,876,507,0.321819087
